Age,Attrition,BusinessTravel,DailyRate,Department,EducationField,Gender,HourlyRate,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,TotalWorkingYears
30,No,Travel_Rarely,153,Research & Development,Life Sciences,Female,73,Research Director,1,Married,11416,17802,0,Yes,9
20,Yes,Travel_Rarely,1097,Research & Development,Medical,Female,98,Research Scientist,1,Single,2600,18275,1,Yes,1
30,Yes,Travel_Frequently,109,Research & Development,Medical,Female,60,Laboratory Technician,2,Single,2422,25725,0,No,4
26,No,Travel_Rarely,1066,Research & Development,Medical,Male,32,Manufacturing Director,4,Married,5472,3334,1,No,8
22,No,Travel_Rarely,217,Research & Development,Life Sciences,Male,94,Laboratory Technician,1,Married,2451,6881,1,No,4
48,No,Travel_Rarely,277,Research & Development,Life Sciences,Male,97,Healthcare Representative,3,Single,4240,13119,2,No,19
48,No,Travel_Rarely,1355,Research & Development,Life Sciences,Male,78,Healthcare Representative,3,Single,10999,22245,7,No,27
41,No,Travel_Rarely,549,Research & Development,Medical,Female,42,Manufacturing Director,3,Single,5003,23371,6,No,8
39,No,Travel_Rarely,466,Research & Development,Life Sciences,Female,65,Manufacturing Director,4,Married,12742,7060,1,No,21
27,No,Travel_Rarely,1055,Research & Development,Life Sciences,Female,47,Manufacturing Director,4,Married,4227,4658,0,No,4
35,No,Travel_Rarely,802,Research & Development,Other,Male,45,Laboratory Technician,4,Divorced,3917,9541,1,No,3
42,No,Travel_Rarely,265,Sales,Marketing,Male,90,Manager,3,Married,18303,7770,6,No,21
50,No,Travel_Rarely,804,Research & Development,Life Sciences,Male,64,Laboratory Technician,4,Married,2380,20165,4,No,8
59,No,Travel_Rarely,715,Research & Development,Life Sciences,Female,69,Manufacturing Director,4,Single,13726,21829,3,Yes,30
37,Yes,Travel_Rarely,1141,Research & Development,Medical,Female,61,Healthcare Representative,2,Married,4777,14382,5,No,15
55,No,Travel_Frequently,135,Research & Development,Medical,Male,62,Healthcare Representative,2,Married,6385,12992,3,Yes,17
41,No,Non-Travel,247,Research & Development,Life Sciences,Female,55,Research Director,3,Divorced,19973,20284,1,No,21
38,No,Travel_Rarely,1035,Sales,Life Sciences,Male,42,Sales Executive,4,Single,6861,4981,8,Yes,19
26,Yes,Non-Travel,265,Sales,Medical,Male,79,Sales Executive,1,Single,4969,21813,8,No,7
52,Yes,Travel_Rarely,266,Sales,Marketing,Female,57,Manager,4,Married,19845,25846,1,No,33
44,No,Travel_Rarely,1448,Sales,Medical,Female,53,Sales Executive,4,Married,13320,11737,3,Yes,23
50,No,Non-Travel,145,Sales,Life Sciences,Female,95,Sales Executive,3,Married,6347,24920,0,No,19
36,Yes,Travel_Rarely,885,Research & Development,Life Sciences,Female,43,Laboratory Technician,1,Single,2743,8269,1,No,18
39,No,Travel_Frequently,945,Research & Development,Medical,Female,82,Manufacturing Director,1,Single,10880,5083,1,Yes,21
33,No,Non-Travel,1038,Sales,Life Sciences,Female,88,Sales Representative,4,Single,2342,21437,0,No,3
45,No,Travel_Rarely,1234,Sales,Life Sciences,Female,90,Manager,4,Married,17650,5404,3,No,26
32,No,Non-Travel,1109,Research & Development,Medical,Female,69,Laboratory Technician,3,Single,4025,11135,9,No,10
34,No,Travel_Rarely,216,Sales,Marketing,Male,75,Sales Executive,4,Divorced,9725,12278,0,No,16
59,No,Travel_Rarely,1089,Sales,Technical Degree,Male,66,Manager,4,Married,11904,11038,3,Yes,14
45,No,Travel_Rarely,788,Human Resources,Medical,Male,36,Human Resources,2,Single,2177,8318,1,No,6
53,No,Travel_Frequently,124,Sales,Marketing,Female,38,Sales Executive,2,Married,7525,23537,2,No,30
36,Yes,Travel_Rarely,660,Research & Development,Other,Male,81,Laboratory Technician,3,Divorced,4834,7858,7,No,9
26,Yes,Travel_Frequently,342,Research & Development,Life Sciences,Male,57,Research Scientist,1,Married,2042,15346,6,Yes,6
34,No,Travel_Rarely,1333,Sales,Life Sciences,Female,87,Sales Representative,3,Married,2220,18410,1,Yes,1
28,No,Travel_Rarely,1144,Sales,Medical,Male,74,Sales Representative,2,Married,1052,23384,1,No,1
38,No,Travel_Frequently,1186,Research & Development,Other,Male,44,Research Scientist,3,Married,2821,2997,3,No,8
50,No,Travel_Rarely,1464,Research & Development,Medical,Male,62,Research Director,3,Married,19237,12853,2,Yes,29
37,No,Travel_Rarely,124,Research & Development,Other,Female,35,Healthcare Representative,2,Single,4107,13848,3,No,8
40,No,Travel_Rarely,300,Sales,Marketing,Male,74,Sales Executive,1,Married,8396,22217,1,No,8
26,No,Travel_Frequently,921,Research & Development,Medical,Female,66,Research Scientist,3,Divorced,2007,25265,1,No,5
46,No,Travel_Rarely,430,Research & Development,Medical,Male,40,Research Director,4,Divorced,19627,21445,9,No,23
54,No,Travel_Rarely,1082,Sales,Life Sciences,Female,41,Sales Executive,3,Married,10686,8392,6,No,13
56,No,Travel_Frequently,1240,Research & Development,Medical,Female,63,Research Scientist,3,Married,2942,12154,2,No,18
36,No,Travel_Rarely,796,Research & Development,Medical,Female,51,Manufacturing Director,4,Single,8858,15669,0,No,15
55,No,Non-Travel,444,Research & Development,Medical,Male,40,Manager,1,Single,16756,17323,7,No,31
43,No,Travel_Rarely,415,Sales,Medical,Male,79,Sales Executive,4,Divorced,10798,5268,5,No,18
20,Yes,Travel_Frequently,769,Sales,Marketing,Female,54,Sales Representative,4,Single,2323,17205,1,Yes,2
21,Yes,Travel_Rarely,1334,Research & Development,Life Sciences,Female,36,Laboratory Technician,1,Single,1416,17258,1,No,1
46,No,Travel_Rarely,1003,Research & Development,Life Sciences,Female,74,Research Scientist,1,Divorced,4615,21029,8,Yes,19
51,Yes,Travel_Rarely,1323,Research & Development,Life Sciences,Male,34,Research Scientist,3,Married,2461,10332,9,Yes,18
28,Yes,Non-Travel,1366,Research & Development,Technical Degree,Male,72,Healthcare Representative,1,Single,8722,12355,1,No,10
26,No,Travel_Rarely,192,Research & Development,Medical,Male,59,Laboratory Technician,1,Married,3955,11141,1,No,6
30,No,Travel_Rarely,1176,Research & Development,Other,Male,85,Manufacturing Director,1,Married,9957,9096,0,No,7
41,No,Travel_Rarely,509,Research & Development,Technical Degree,Female,43,Research Scientist,3,Married,3376,18863,1,No,10
38,No,Travel_Rarely,330,Research & Development,Life Sciences,Female,65,Healthcare Representative,3,Married,8823,24608,0,No,20
40,No,Travel_Rarely,1492,Research & Development,Technical Degree,Male,61,Healthcare Representative,4,Married,10322,26542,4,No,14
27,No,Non-Travel,1277,Research & Development,Life Sciences,Male,87,Laboratory Technician,3,Married,4621,5869,1,No,3
55,No,Travel_Frequently,1091,Research & Development,Life Sciences,Male,65,Manufacturing Director,2,Married,10976,15813,3,No,23
28,No,Travel_Rarely,857,Research & Development,Other,Female,59,Research Scientist,3,Single,3660,7909,3,No,10
44,Yes,Travel_Rarely,1376,Human Resources,Medical,Male,91,Human Resources,1,Married,10482,2326,9,No,24
33,No,Travel_Rarely,654,Research & Development,Life Sciences,Male,34,Healthcare Representative,4,Divorced,7119,21214,4,No,9
35,Yes,Travel_Rarely,1204,Sales,Technical Degree,Male,86,Sales Executive,1,Single,9582,10333,0,Yes,9
33,Yes,Travel_Frequently,827,Research & Development,Medical,Female,54,Research Scientist,3,Single,4508,3129,1,No,14
28,No,Travel_Rarely,895,Research & Development,Life Sciences,Male,50,Laboratory Technician,3,Divorced,2207,22482,1,No,4
34,No,Travel_Frequently,618,Research & Development,Life Sciences,Male,45,Healthcare Representative,4,Single,7756,22266,0,No,7
37,No,Travel_Rarely,309,Sales,Life Sciences,Female,88,Sales Executive,4,Divorced,6694,24223,2,Yes,8
25,Yes,Travel_Rarely,1219,Research & Development,Technical Degree,Male,32,Laboratory Technician,4,Married,3691,4605,1,Yes,7
26,Yes,Travel_Rarely,1330,Research & Development,Medical,Male,37,Laboratory Technician,3,Divorced,2377,19373,1,No,1
33,Yes,Travel_Rarely,1017,Research & Development,Medical,Male,55,Research Scientist,2,Single,2313,2993,4,Yes,5
42,No,Travel_Rarely,469,Research & Development,Medical,Male,35,Manager,1,Married,17665,14399,0,No,23
28,Yes,Travel_Frequently,1009,Research & Development,Medical,Male,45,Laboratory Technician,2,Divorced,2596,7160,1,No,1
50,Yes,Travel_Frequently,959,Sales,Other,Male,81,Sales Executive,3,Single,4728,17251,3,Yes,5
33,No,Travel_Frequently,970,Sales,Life Sciences,Female,30,Sales Executive,2,Married,4302,13401,0,No,4
34,No,Non-Travel,697,Research & Development,Life Sciences,Male,40,Research Scientist,4,Married,2979,22478,3,No,6
48,No,Non-Travel,1262,Research & Development,Medical,Male,35,Manager,4,Single,16885,16154,2,No,27
45,No,Non-Travel,1050,Sales,Life Sciences,Female,65,Sales Executive,3,Married,5593,17970,1,No,15
52,No,Travel_Rarely,994,Research & Development,Life Sciences,Male,87,Healthcare Representative,2,Single,10445,15322,7,No,18
38,No,Travel_Rarely,770,Sales,Marketing,Male,73,Sales Executive,3,Divorced,8740,5569,0,Yes,9
29,No,Travel_Rarely,1107,Research & Development,Life Sciences,Female,93,Research Scientist,4,Divorced,2514,26968,4,No,11
28,No,Travel_Rarely,950,Research & Development,Medical,Female,93,Manufacturing Director,2,Divorced,7655,8039,0,No,10
46,No,Travel_Rarely,406,Sales,Marketing,Male,52,Manager,3,Married,17465,15596,3,No,23
38,No,Travel_Rarely,130,Sales,Marketing,Male,32,Sales Executive,2,Single,7351,20619,7,No,10
43,No,Travel_Frequently,1082,Research & Development,Life Sciences,Female,83,Manufacturing Director,1,Married,10820,11535,8,No,18
39,Yes,Travel_Frequently,203,Research & Development,Life Sciences,Male,84,Healthcare Representative,4,Divorced,12169,13547,7,No,21
40,No,Travel_Rarely,1308,Research & Development,Medical,Male,44,Research Director,3,Single,19626,17544,1,No,21
21,No,Travel_Rarely,984,Research & Development,Technical Degree,Female,70,Research Scientist,2,Single,2070,25326,1,Yes,2
39,No,Non-Travel,439,Research & Development,Life Sciences,Male,70,Laboratory Technician,2,Single,6782,8770,9,No,9
36,No,Non-Travel,217,Research & Development,Life Sciences,Male,78,Manufacturing Director,4,Single,7779,23238,2,No,18
31,No,Travel_Frequently,793,Sales,Life Sciences,Male,67,Sales Representative,4,Married,2791,21981,0,No,3
28,No,Travel_Rarely,1451,Research & Development,Life Sciences,Male,67,Research Scientist,2,Married,3201,19911,0,No,6
35,No,Travel_Frequently,1182,Sales,Marketing,Male,54,Sales Executive,4,Divorced,4968,18500,1,No,5
49,No,Travel_Rarely,174,Sales,Technical Degree,Male,56,Sales Executive,2,Married,13120,11879,6,No,22
34,No,Travel_Frequently,1003,Research & Development,Life Sciences,Male,95,Manufacturing Director,3,Single,4033,15834,2,No,5
29,No,Travel_Frequently,490,Research & Development,Life Sciences,Female,61,Research Scientist,2,Divorced,3291,17940,0,No,8
42,No,Travel_Rarely,188,Research & Development,Medical,Male,56,Laboratory Technician,4,Single,4272,9558,4,No,16
29,No,Travel_Rarely,718,Research & Development,Medical,Male,79,Manufacturing Director,4,Married,5056,17689,1,Yes,10
38,No,Travel_Rarely,433,Human Resources,Human Resources,Male,37,Human Resources,3,Married,2844,6004,1,No,7
28,No,Travel_Frequently,773,Research & Development,Life Sciences,Male,39,Research Scientist,3,Divorced,2703,22088,1,Yes,3
18,Yes,Non-Travel,247,Research & Development,Medical,Male,80,Laboratory Technician,3,Single,1904,13556,1,No,0
33,Yes,Travel_Rarely,603,Sales,Marketing,Female,77,Sales Executive,1,Single,8224,18385,0,Yes,6
41,No,Travel_Rarely,167,Research & Development,Life Sciences,Male,46,Laboratory Technician,4,Married,4766,9051,3,Yes,6
31,Yes,Travel_Frequently,874,Research & Development,Medical,Male,72,Laboratory Technician,3,Married,2610,6233,1,No,2
37,No,Travel_Rarely,367,Research & Development,Medical,Female,52,Healthcare Representative,4,Divorced,5731,17171,7,No,9
27,No,Travel_Rarely,199,Research & Development,Life Sciences,Male,55,Research Scientist,3,Married,2539,7950,1,No,4
34,No,Travel_Rarely,1400,Sales,Life Sciences,Female,70,Sales Executive,3,Married,5714,5829,1,No,6
35,No,Travel_Rarely,528,Human Resources,Technical Degree,Male,100,Human Resources,3,Single,4323,7108,1,No,6
29,Yes,Travel_Rarely,408,Sales,Life Sciences,Female,45,Sales Executive,1,Married,7336,11162,1,No,11
40,No,Travel_Frequently,593,Research & Development,Medical,Female,88,Research Director,3,Single,13499,13782,9,No,20
42,Yes,Travel_Frequently,481,Sales,Life Sciences,Male,44,Sales Executive,1,Single,13758,2447,0,Yes,22
42,No,Travel_Rarely,647,Sales,Marketing,Male,45,Sales Executive,1,Single,5155,2253,7,No,9
35,No,Travel_Rarely,982,Research & Development,Medical,Male,58,Laboratory Technician,3,Married,2258,16340,6,No,10
24,No,Travel_Rarely,477,Research & Development,Medical,Male,49,Laboratory Technician,2,Single,3597,6409,8,No,6
28,Yes,Travel_Rarely,1485,Research & Development,Life Sciences,Female,79,Laboratory Technician,4,Married,2515,22955,1,Yes,1
26,No,Travel_Rarely,1384,Research & Development,Medical,Male,82,Laboratory Technician,4,Married,4420,13421,1,No,8
30,No,Travel_Rarely,852,Sales,Marketing,Male,72,Sales Executive,3,Married,6578,2706,1,No,10
40,No,Travel_Frequently,902,Research & Development,Medical,Female,92,Research Scientist,4,Married,4422,21203,3,Yes,16
35,No,Travel_Rarely,819,Research & Development,Life Sciences,Male,44,Manufacturing Director,2,Divorced,10274,19588,2,No,15
34,No,Travel_Frequently,669,Research & Development,Medical,Male,97,Healthcare Representative,1,Single,5343,25755,0,No,14
35,No,Travel_Frequently,636,Research & Development,Other,Male,47,Laboratory Technician,4,Married,2376,26537,1,No,2
43,Yes,Travel_Rarely,1372,Sales,Marketing,Female,85,Sales Executive,3,Single,5346,9489,8,No,7
32,No,Non-Travel,862,Sales,Life Sciences,Female,76,Sales Representative,1,Divorced,2827,14947,1,No,1
56,No,Travel_Rarely,718,Research & Development,Technical Degree,Female,92,Manager,1,Divorced,19943,18575,4,No,28
29,No,Travel_Rarely,1401,Research & Development,Medical,Female,54,Laboratory Technician,4,Married,3131,26342,1,No,10
19,No,Travel_Rarely,645,Research & Development,Life Sciences,Male,54,Research Scientist,1,Single,2552,7172,1,No,1
45,No,Travel_Rarely,1457,Research & Development,Medical,Female,83,Research Scientist,3,Married,4477,20100,4,Yes,7
37,No,Travel_Rarely,977,Research & Development,Life Sciences,Female,56,Manufacturing Director,4,Married,6474,9961,1,No,14
20,No,Travel_Rarely,805,Research & Development,Life Sciences,Male,87,Laboratory Technician,3,Single,3033,12828,1,No,2
44,Yes,Travel_Rarely,1097,Research & Development,Life Sciences,Male,96,Research Scientist,3,Single,2936,10826,1,Yes,6
53,No,Travel_Rarely,1223,Research & Development,Medical,Female,50,Manager,3,Divorced,18606,18640,3,No,26
29,No,Travel_Rarely,942,Research & Development,Life Sciences,Female,69,Research Scientist,4,Married,2168,26933,0,Yes,6
22,Yes,Travel_Frequently,1256,Research & Development,Life Sciences,Male,48,Research Scientist,4,Married,2853,4223,0,Yes,1
46,No,Travel_Rarely,1402,Sales,Marketing,Female,69,Manager,1,Married,17048,24097,8,No,28
44,No,Non-Travel,111,Research & Development,Life Sciences,Male,74,Research Scientist,3,Single,2290,4279,2,No,6
33,No,Travel_Rarely,147,Human Resources,Human Resources,Male,99,Human Resources,3,Married,3600,8429,1,No,5
41,Yes,Non-Travel,906,Research & Development,Life Sciences,Male,95,Research Scientist,1,Divorced,2107,20293,6,No,5
30,No,Travel_Rarely,1329,Sales,Life Sciences,Male,61,Sales Executive,1,Divorced,4115,13192,8,No,8
40,No,Travel_Frequently,1184,Sales,Medical,Male,62,Sales Executive,2,Married,4327,25440,5,No,5
50,No,Travel_Frequently,1421,Research & Development,Medical,Female,30,Manager,1,Married,17856,9490,2,No,32
28,No,Travel_Rarely,1179,Research & Development,Medical,Male,78,Laboratory Technician,1,Married,3196,12449,1,No,6
46,No,Travel_Rarely,1450,Research & Development,Life Sciences,Male,52,Research Director,2,Married,19081,10849,5,No,25
35,No,Travel_Rarely,1361,Sales,Life Sciences,Male,94,Sales Executive,1,Married,8966,21026,3,Yes,15
24,Yes,Travel_Rarely,984,Research & Development,Life Sciences,Female,97,Laboratory Technician,2,Married,2210,3372,1,No,1
33,No,Travel_Frequently,1146,Sales,Medical,Female,82,Sales Executive,3,Married,4539,4905,1,No,10
36,No,Travel_Rarely,917,Research & Development,Life Sciences,Male,60,Laboratory Technician,3,Divorced,2741,6865,1,No,7
30,No,Travel_Rarely,853,Research & Development,Life Sciences,Male,49,Laboratory Technician,3,Divorced,3491,11309,1,No,10
44,No,Travel_Rarely,200,Research & Development,Other,Male,32,Research Scientist,4,Single,4541,7744,1,No,20
20,No,Travel_Rarely,654,Sales,Marketing,Male,43,Sales Representative,4,Single,2678,5050,1,No,2
46,No,Travel_Rarely,150,Research & Development,Technical Degree,Male,60,Manufacturing Director,4,Divorced,7379,17433,2,No,12
42,No,Non-Travel,179,Human Resources,Medical,Male,79,Human Resources,1,Married,6272,12858,7,No,10
60,No,Travel_Rarely,696,Sales,Marketing,Male,52,Sales Executive,4,Divorced,5220,10893,0,Yes,12
32,No,Travel_Frequently,116,Research & Development,Other,Female,77,Laboratory Technician,2,Married,2743,7331,1,No,2
32,No,Travel_Frequently,1316,Research & Development,Life Sciences,Female,38,Research Scientist,3,Single,4998,2338,4,Yes,10
36,No,Travel_Rarely,363,Research & Development,Technical Degree,Female,77,Manufacturing Director,1,Divorced,10252,4235,2,Yes,17
33,No,Travel_Rarely,117,Research & Development,Medical,Male,60,Research Scientist,4,Married,2781,6311,0,No,15
40,No,Travel_Rarely,107,Sales,Technical Degree,Female,84,Sales Executive,2,Divorced,6852,11591,7,No,7
25,No,Travel_Rarely,1356,Sales,Life Sciences,Male,57,Sales Executive,4,Single,4950,20623,0,No,5
30,No,Travel_Rarely,1465,Research & Development,Medical,Male,63,Research Scientist,2,Married,3579,9369,0,Yes,12
42,No,Travel_Frequently,458,Research & Development,Medical,Female,60,Research Director,1,Married,13191,23281,3,Yes,20
35,No,Non-Travel,1212,Sales,Marketing,Female,78,Sales Executive,4,Married,10377,13755,4,Yes,16
27,No,Travel_Rarely,1103,Research & Development,Life Sciences,Male,42,Research Scientist,1,Married,2235,14377,1,Yes,9
54,No,Travel_Frequently,966,Research & Development,Life Sciences,Female,53,Manufacturing Director,3,Divorced,10502,9659,7,No,33
44,No,Travel_Rarely,1117,Research & Development,Life Sciences,Female,72,Research Scientist,4,Married,2011,19982,1,No,10
19,Yes,Non-Travel,504,Research & Development,Medical,Female,96,Research Scientist,2,Single,1859,6148,1,Yes,1
29,No,Travel_Rarely,1010,Research & Development,Life Sciences,Female,97,Research Scientist,4,Divorced,3760,5598,1,No,3
54,No,Travel_Rarely,685,Research & Development,Life Sciences,Male,85,Research Director,4,Married,17779,23474,3,No,36
31,No,Travel_Rarely,1332,Research & Development,Medical,Male,80,Healthcare Representative,1,Married,6833,17089,1,Yes,6
31,No,Travel_Rarely,1062,Research & Development,Medical,Female,96,Healthcare Representative,1,Single,6812,17198,1,No,10
59,No,Travel_Rarely,326,Sales,Life Sciences,Female,48,Sales Executive,4,Single,5171,16490,5,No,13
43,No,Travel_Rarely,920,Research & Development,Life Sciences,Male,96,Research Director,4,Married,19740,18625,3,No,25
49,No,Travel_Rarely,1098,Research & Development,Medical,Male,85,Manager,3,Married,18711,12124,2,No,23
36,No,Travel_Frequently,469,Research & Development,Technical Degree,Male,46,Research Scientist,2,Married,3692,9256,1,No,12
48,No,Travel_Rarely,969,Research & Development,Technical Degree,Male,76,Laboratory Technician,2,Single,2559,16620,5,No,7
27,No,Travel_Rarely,1167,Research & Development,Life Sciences,Male,76,Research Scientist,3,Divorced,2517,3208,1,No,5
29,No,Travel_Rarely,1329,Research & Development,Life Sciences,Male,82,Healthcare Representative,4,Divorced,6623,4204,1,Yes,6
48,No,Travel_Rarely,715,Research & Development,Life Sciences,Male,76,Research Director,4,Single,18265,8733,6,No,25
29,No,Travel_Rarely,694,Research & Development,Life Sciences,Female,87,Research Director,4,Divorced,16124,3423,3,No,9
34,No,Travel_Rarely,1320,Research & Development,Technical Degree,Female,89,Research Scientist,3,Married,2585,21643,0,No,2
44,No,Travel_Rarely,1099,Sales,Marketing,Male,88,Manager,2,Married,18213,8751,7,No,26
33,No,Travel_Rarely,536,Sales,Marketing,Male,82,Sales Executive,3,Divorced,8380,21708,0,Yes,10
19,No,Travel_Rarely,265,Research & Development,Life Sciences,Female,57,Research Scientist,4,Single,2994,21221,1,Yes,1
23,No,Travel_Rarely,373,Research & Development,Life Sciences,Male,47,Research Scientist,3,Married,1223,16901,1,No,1
25,Yes,Travel_Frequently,599,Sales,Life Sciences,Male,73,Sales Representative,4,Single,1118,8040,1,Yes,1
26,No,Travel_Rarely,583,Research & Development,Life Sciences,Male,53,Research Scientist,4,Single,2875,9973,1,Yes,8
45,Yes,Travel_Rarely,1449,Sales,Marketing,Female,94,Manager,2,Single,18824,2493,2,Yes,26
55,No,Non-Travel,177,Research & Development,Medical,Male,37,Healthcare Representative,2,Divorced,13577,25592,1,Yes,34
21,Yes,Travel_Frequently,251,Research & Development,Life Sciences,Female,45,Laboratory Technician,3,Single,2625,25308,1,No,2
46,No,Travel_Rarely,168,Sales,Marketing,Female,33,Manager,2,Married,18789,9946,2,No,26
34,No,Travel_Rarely,131,Sales,Marketing,Female,86,Sales Executive,1,Single,4538,6039,0,Yes,4
51,No,Travel_Frequently,237,Sales,Life Sciences,Male,83,Manager,2,Divorced,19847,19196,4,Yes,31
59,No,Travel_Rarely,1429,Research & Development,Medical,Male,67,Manufacturing Director,4,Single,10512,20002,6,No,25
34,No,Travel_Frequently,135,Research & Development,Medical,Female,46,Laboratory Technician,2,Divorced,4444,22534,4,No,15
28,No,Travel_Frequently,791,Research & Development,Medical,Male,44,Laboratory Technician,3,Single,2154,6842,0,Yes,5
44,No,Travel_Rarely,1199,Research & Development,Life Sciences,Male,92,Manager,1,Divorced,19190,17477,1,No,26
34,No,Travel_Frequently,648,Human Resources,Life Sciences,Male,56,Human Resources,2,Married,4490,21833,4,No,14
35,No,Travel_Rarely,735,Research & Development,Life Sciences,Male,66,Research Scientist,3,Married,3506,6020,0,Yes,4
42,No,Travel_Rarely,603,Research & Development,Medical,Female,78,Research Scientist,2,Married,2372,5628,6,Yes,18
43,No,Travel_Rarely,531,Sales,Marketing,Female,56,Sales Executive,4,Single,10231,20364,3,No,23
36,No,Travel_Rarely,429,Research & Development,Life Sciences,Female,53,Manufacturing Director,2,Single,5410,2323,9,Yes,18
44,Yes,Travel_Rarely,621,Research & Development,Medical,Female,73,Healthcare Representative,4,Married,7978,14075,1,No,10
28,No,Travel_Frequently,193,Research & Development,Life Sciences,Male,52,Laboratory Technician,4,Married,3867,14222,1,Yes,2
51,No,Travel_Frequently,968,Research & Development,Medical,Female,40,Laboratory Technician,3,Single,2838,4257,0,No,8
30,No,Non-Travel,879,Research & Development,Medical,Female,72,Manufacturing Director,3,Single,4695,12858,7,Yes,10
29,Yes,Travel_Rarely,806,Research & Development,Technical Degree,Female,39,Laboratory Technician,3,Divorced,3339,17285,3,Yes,10
28,No,Travel_Rarely,640,Research & Development,Technical Degree,Male,84,Research Scientist,1,Single,2080,4732,2,No,5
25,No,Travel_Rarely,266,Research & Development,Medical,Female,40,Research Scientist,2,Single,2096,18830,1,No,2
32,No,Travel_Rarely,604,Sales,Medical,Male,56,Sales Executive,4,Married,6209,11693,1,No,10
45,No,Travel_Frequently,364,Research & Development,Medical,Female,83,Manager,2,Single,18061,13035,3,No,22
39,No,Travel_Rarely,412,Research & Development,Medical,Female,94,Manager,2,Divorced,17123,17334,6,Yes,21
58,No,Travel_Rarely,848,Research & Development,Life Sciences,Male,88,Research Scientist,3,Divorced,2372,26076,1,No,2
32,Yes,Travel_Rarely,1089,Research & Development,Life Sciences,Male,79,Laboratory Technician,3,Married,4883,22845,1,No,10
39,Yes,Travel_Rarely,360,Research & Development,Medical,Male,93,Research Scientist,1,Single,3904,22154,0,No,6
30,No,Travel_Rarely,1138,Research & Development,Technical Degree,Female,48,Laboratory Technician,4,Married,4627,23631,0,No,10
36,No,Travel_Rarely,325,Research & Development,Technical Degree,Female,63,Healthcare Representative,3,Married,7094,5747,3,No,10
46,No,Travel_Rarely,991,Human Resources,Life Sciences,Female,44,Human Resources,1,Single,3423,22957,6,No,10
28,No,Non-Travel,1476,Research & Development,Life Sciences,Female,55,Laboratory Technician,4,Married,6674,16392,0,No,10
50,No,Travel_Rarely,1322,Research & Development,Life Sciences,Female,43,Research Director,1,Married,16880,22422,4,Yes,25
40,Yes,Travel_Rarely,299,Sales,Marketing,Male,57,Sales Executive,2,Single,9094,17235,2,Yes,9
52,Yes,Travel_Rarely,1030,Sales,Life Sciences,Male,64,Sales Executive,2,Single,8446,21534,9,Yes,10
30,No,Travel_Rarely,634,Research & Development,Medical,Female,95,Manager,1,Married,11916,25927,1,Yes,9
39,No,Travel_Rarely,524,Research & Development,Life Sciences,Male,32,Manufacturing Director,3,Single,4534,13352,0,No,9
31,No,Non-Travel,587,Sales,Life Sciences,Female,57,Sales Executive,3,Divorced,9852,8935,1,Yes,10
41,No,Non-Travel,256,Sales,Medical,Male,40,Sales Executive,2,Single,6151,22074,1,No,19
31,Yes,Travel_Frequently,1060,Sales,Life Sciences,Female,54,Sales Representative,2,Single,2302,8319,1,Yes,3
44,Yes,Travel_Rarely,935,Research & Development,Life Sciences,Male,89,Laboratory Technician,1,Married,2362,14669,4,No,10
42,No,Non-Travel,495,Research & Development,Life Sciences,Male,37,Manager,3,Married,17861,26582,0,Yes,21
55,No,Travel_Rarely,282,Research & Development,Medical,Female,58,Manager,3,Married,19187,6992,4,No,23
56,No,Travel_Rarely,206,Human Resources,Life Sciences,Male,99,Manager,2,Single,19717,4022,6,No,36
40,No,Non-Travel,458,Research & Development,Life Sciences,Male,74,Research Scientist,3,Divorced,3544,8532,9,No,6
34,No,Travel_Rarely,943,Research & Development,Life Sciences,Male,86,Healthcare Representative,4,Divorced,8500,5494,0,No,10
40,No,Travel_Rarely,523,Research & Development,Life Sciences,Male,98,Research Scientist,4,Single,4661,22455,1,No,9
41,No,Travel_Frequently,1018,Sales,Marketing,Female,66,Sales Executive,1,Divorced,4103,4297,0,No,10
35,No,Travel_Frequently,482,Research & Development,Life Sciences,Male,87,Research Scientist,3,Single,4249,2690,1,Yes,9
51,No,Travel_Rarely,770,Human Resources,Life Sciences,Male,84,Manager,2,Divorced,14026,17588,1,Yes,33
38,No,Travel_Rarely,1009,Sales,Life Sciences,Female,31,Sales Executive,1,Divorced,6893,19461,3,No,11
34,No,Travel_Rarely,507,Sales,Medical,Female,66,Sales Executive,1,Single,6125,23553,1,No,10
25,No,Travel_Rarely,882,Research & Development,Medical,Male,67,Laboratory Technician,4,Married,3669,9075,3,No,7
58,Yes,Travel_Rarely,601,Research & Development,Medical,Female,53,Manufacturing Director,1,Married,10008,12023,7,Yes,31
40,No,Travel_Rarely,329,Research & Development,Life Sciences,Male,88,Laboratory Technician,2,Married,2387,6762,3,No,7
36,No,Travel_Frequently,607,Sales,Marketing,Female,83,Sales Executive,1,Married,4639,2261,2,No,17
48,No,Travel_Rarely,855,Research & Development,Life Sciences,Male,54,Manufacturing Director,4,Single,7898,18706,1,No,11
27,No,Travel_Rarely,1291,Sales,Medical,Female,98,Sales Representative,4,Married,2534,6527,8,No,5
51,No,Travel_Rarely,1405,Research & Development,Technical Degree,Female,82,Manufacturing Director,2,Single,13142,24439,3,No,29
18,No,Non-Travel,1124,Research & Development,Life Sciences,Female,97,Laboratory Technician,4,Single,1611,19305,1,No,0
35,No,Travel_Rarely,817,Research & Development,Medical,Female,60,Laboratory Technician,4,Married,5363,10846,0,No,10
